F_CODE,F_NAME,F_SIZE,F_CAL,F_CARBO,F_PROTEIN,F_FAT,F_SUGAR,F_NA,F_COLE
P028862,현미카스테라,50,225,22,5,13,15,90,0
P028863,(제주)우리밀크식빵,100,300,51,5,9,2,310,0
P028864,(제주)우리밀후레쉬식빵,100,290,52,6,7,3,290,0
P028865,(제주)자연드림샌드위치식빵,100,290,52,7,6,6,340,0
P028866,(제주)자연드림우유식빵,100,290,52,8,6,7,350,0
P028867,청무화과잼,100,226.5,54,1.5,0.5,51,3,0
P028868,달콤한딸기잼,300,305,76,0.7,0,71,0,0
P028869,검은깨쿠키,100,515,62,7,27,26,170,0
P028870,동물모양쿠키(곰),360,1785,249,18,80,122,610,0
P028871,동물모양쿠키(티라노),360,1785,249,18,80,122,610,0
P028872,땅콩쿠키,100,530,57,8,30,26,180,0
P028873,모카쿠키,100,530,58,9,0,21,140,0
P028874,버터롤쿠키,100,550,54,10,32,24,100,0
P028875,수(手)모카몬드쿠키,120,645,71,9,35,32,250,0
P028876,수(手)쇼콜라쿠키,150,800,93,12,43,39,300,0
P028877,수(手)아몬드쿠키,140,740,71,12,41,26,130,0
P028878,수(手)초코칩쿠키,140,740,83,10,41,38,220,0
P028879,시나몬비스킷,100,470,37,3,9,19,90,0
P028880,쌀엔고구마쿠키,85,435,53,7,23,18,190,0
P028881,쌀엔코코아쿠키,85,465,48,7,27,25,55,0
P028882,초코칩쿠키,100,535,59,7,30,24,130,0
P028883,초코쿠키,100,520,55,9,30,21,170,0
P028884,고구마봉봉1호,670,1680,183,26,94,143,920,0
P028885,당근케이크,520,1900,189,34,112,103,660,0
P028886,라즈베리요거트케이크,620,1640,179,26,91,163,360,0
P028887,가나슈케이크,520,2220,211,27,141,69,490,0
P028888,고구마봉봉2호,950,2385,260,38,133,203,1310,0
P028889,기리쉬케이크1호,515,1655,183,25,114,104,340,0
P028890,기리쉬케이크2호,665,2140,236,32,147,134,440,0
P028891,떠먹는더블초콜릿케이크,165,645,51,9,45,39,70,0
P028892,떠먹는크림치즈요거트케이크,179,505,37,7,36,39,115,0
P028893,떠먹는티라미수케이크,125,415,26,7,31,25,105,0
P028894,볼빨간아기곰,700,2565,181,29,189,157,320,0
P028895,산딸기무스케이크,680,2005,241,34,101,190,810,0
P028896,쇼콜라티라미스,700,2445,185,41,171,131,800,0
P028897,치즈케이크,570,1720,154,40,105,128,1270,0
P028898,미니크림치즈케익(4개),120,350,38,8,18,14,150,0
P028899,미니딸기파운드,85,375,47,5,19,25,150,0
P028900,미니바나나파운드,85,385,41,5,22,24,130,0
P028901,미니상큼딸기롤,180,715,78,11,40,47,340,0
P028902,미니초코파운드,85,395,41,6,23,26,180,0
P028903,미니크림치즈케익(20개),600,1745,191,39,92,71,740,0
P028904,밀봉카스테라,80,240,45,7,3.6,28,80,0
P028905,쌀롤에바나나,180,630,78,12,30,38,300,0
P028906,쌀시몬카스텔라,128,425,52,11,19,49,260,0
P028907,우리밀머핀,100,410,53,7,19,30,210,0
P028908,우리밀머핀미니,100,410,53,7,19,30,210,0
P028909,우리밀초코머핀,100,410,42,8,26,22,130,0
P028911,치즈드림,141,420,45,12,21,17,2110,0
P028912,한입카스테라,80,270,41,5,80,26,60,0
P028913,호두과자(선물),640,2250,350,48,73,298,600,0
P028914,레드벨벳롤,320,1150,122,24,63,85,440,0
P028915,베리베리롤,300,1085,114,20,62,64,470,0
P028916,산수유마들렌,300,1480,128,22,98,97,470,0
P028917,상큼딸기롤,300,1190,129,19,66,78,570,0
P028918,아몬드미니롤,300,1320,119,20,85,88,220,0
P028919,애플케이크,370,1540,173,15,88,135,370,0
P028920,우리밀모카롤,600,2140,229,45,116,163,500,0
P028921,우리밀밀크롤,600,2195,217,43,128,182,550,0
P028922,우리밀사과잼롤,600,1930,256,43,82,217,420,0
P028923,우리밀소프트롤,500,1915,212,33,104,47,880,0
P028924,우리밀카푸치노롤,500,1930,214,35,104,55,880,0
P028925,우리쌀소프트롤,500,1895,222,35,96,49,660,0
P028926,우리쌀카푸치노롤,500,1920,223,34,99,54,900,0
P028927,진한초코롤,300,1255,127,20,74,82,630,0
P028928,포근포근스폰지케이크,500,1875,207,31,102,95,730,0
P028929,허니카스테라,500,1535,246,37,45,137,380,0
P028930,간엔밀크씨슬,1,0,0.7,0,0,0,0,0
P028931,내몸엔시리즈B,1,5,0,0.7,0,0,0,0
P028932,내몸엔시리즈C,2,10,0,0.7,0,0,0,0
P028933,내몸엔시리즈D,1,0,0,0,0,0,0,0
P028934,알티지오메가-3,1,10,0,0,0,0,0,0
P028935,어덜츠엔멀티비타민미네랄,2,5,0,0,0,0,0,0
P028936,엽산철분,2,5,0,0,0,0,0,0
P028937,우리아이튼튼프로젝트멀티비타민,4,15,3,0,0,0,0,0
P028938,유산균프로바이오틱스9,1,0,0,0,0,0,0,0
P028939,주머니속홍삼정,10,15,3,0,0,0,0,0
P028940,진기홍삼단,4,15,3,0,0,0,0,0
P028941,프로바이오틱스11,2,5,0,0,0,0,0,0
P028942,피부엔엽록소,5,15,0,0.7,0,0,0,0
P028943,녹용액(남성),90,25,9,0,0,0,0,0
P028944,녹용액(어린이),90,25,6,0,0,0,10,0
P028945,녹용액(여성),90,20,5,0,0,0,0,0
P028946,녹용액(청소년용),90,35,9,0,0,0,15,0
P028947,유기농홍삼액,90,10,3,0,0,0,35,0
P028948,통째로갈아넣은全(전)홍삼액,50,20,5,0,0,0,0,0
P028949,홍삼농축액,125,350,87,0,0,0,85,0
P028950,홍삼액,90,8,2,0,0,0,0,0
P028951,참든수세미쿨,360,1005,249,2,0.7,0,0,0
P028952,가시오가피진액,100,10,2,0,0,0,0,0
P028953,도라지청,5,15,4,0,0,0,0,0
P028954,백하수오액,80,10,5,0.7,0,0,0,0
P028955,산수유야관문,100,40,10,0,0,0,0,0
P028956,여주진액,100,3,0.7,0,0,0,0,0
P028957,우슬닭발진액,100,3,2,2,0,0,25,0
P028958,헛개열매진액,100,25,6,0,0,0,35,0
P028959,흑마늘액,100,40,8,1,0,0,0,0
P028960,흑염소진액,100,15,2,2,0,0,15,0
P028961,호두통밀식빵,100,305,51,7,8,0,210,0
P028962,그린팜,200,405,7,27,30,0,1360,0
P028963,그릴후랑크소시지,30,65,2,5,4,0.7,150,0
P028964,꼬마후랑크소시지,90,490,22,29,32,0.7,840,0
P028965,더맛있는고추햄,200,395,12,31,25,4,1000,0
P028966,더맛있는김밥햄,230,435,12,37,27,3,1320,0
P028967,더맛있는모둠소시지,240,590,24,29,42,5,1080,0
P028968,더맛있는베이컨,100,295,7,17,22,0,240,0
P028969,더맛있는스모크햄,500,950,27,79,58,8,2870,0
P028970,더맛있는슬라이스햄,100,185,7,16,10,2,450,0
P028971,더맛있는치즈햄,200,395,13,34,23,4,1010,0
P028972,버섯소시지,200,280,25,15,13,7,940,0
P028973,비엔나소시지,30,65,1,4,4.6,0.7,95,0
P028974,야채맛땡땡,30,47,4,2,2.2,0.5,125,0
P028975,토리토리맛바,90,240,6,13,18,2,390,0
P028976,토리토리치즈맛바,90,250,6,14,19,0.7,370,0
P028977,유기쌀로만든햇살밥,210,325,74,6,0.9,0,0,0
P028978,간편곤드레나물밥,250,415,81,9,6,1,540,0
P028979,감자전,100,150,26,3,4.1,0.7,130,0
P028980,건강한장어탕,500,200,26,14,4.3,5,1040,0
P028981,구궁가마솥연잎찰밥,230,400,70,12,8,0,100,0
P028982,녹두전,150,260,31,10,10,6,470,0
P028983,닭곰탕,450,110,11,13,1.4,0,550,0
P028984,동태전,100,160,8,14,8,0,470,0
P028985,돼지갈비찜,500,830,42,61,47,19,1940,0
P028986,들깨버섯탕,500,280,53,14,1.3,0.7,700,0
P028987,묵은지찌개,500,70,9,5,1.4,0.5,2310,0
P028988,미역국컵밥,192,300,65,6,2.3,0,1050,0
P028989,뼈없는감자탕,430,300,22,30,10,4,820,0
P028990,삼계탕,1000,760,72,71,21,4,1060,0
P028991,새우볶음밥,210,325,59,13,4,1,620,0
P028992,성게알미역국,430,90,10,6,2.8,0,1300,0
P028993,순대볶음,270,410,79,6,8,10,1480,0
P028994,시래기된장국,500,100,13,6,2.3,2,1580,0
P028995,온잡채,250,265,58,3,2.2,8,280,0
P028996,우렁된장찌개,500,120,17,11,0.8,6,1900,0
P028997,육개장,500,250,19,25,8,5,1560,0
P028998,잡채볶음밥,250,360,76,7,3,5,640,0
P028999,즉석우리팝콘,70,270,51,5,5,0.7,260,0
P029000,짜장컵밥,310,360,78,8,2,3,430,0
P029001,찜닭,500,690,58,54,27,22,1380,0
P029002,채소듬뿍짜장,220,270,39,6,10,15,600,0
P029003,채소듬뿍카레(순한맛),220,170,26,8,3.9,11,850,0
P029004,청국장찌개,500,240,30,23,3.7,5,1640,0
P029005,추어탕,500,195,24,14,5,4,1320,0
P029006,치킨데리야끼볶음밥,250,415,77,12,7,1,710,0
P029007,카레컵밥,310,360,73,11,2.4,0,490,0
P029008,콩비지찌개,430,640,18,16,9,0,640,0
P029009,토리토리고추방울순대,180,280,47,7,7,0.7,670,0
P029010,토리토리방울순대,180,310,51,4,10,1,740,0
P029011,토리토리불곱창,100,190,16,14,8,6,510,0
P029012,한우갈비탕,500,90,0,12,4.5,0,920,0
P029013,한우고기곰탕,250,60,0.7,10,1.8,0,930,0
P029014,한우사골곰탕,225,130,2,10,9,0,95,0
P029015,한우사골곰탕*레토르트,500,145,3,11,10,0,110,0
P029016,황태국컵밥,192,325,64,9,3.4,0,740,0
P029017,황태탕,500,95,5,16,1.6,3,1160,0
P029018,고추참치,150,205,16,23,6,10,560,0
P029019,통참치,150,270,3,29,16,0,540,0
P029020,구운나쵸칩,40,175,33,3,3.6,0,110,0
P029021,마늘빵,100,535,54,6,33,8,490,0
P029022,미니찹쌀약과,100,490,60,6,25,32,45,0
P029023,검은깨두부스낵,80,395,51,9,17,7,270,0
P029024,검정깨스낵,65,275,51,5,6,15,150,0
P029025,골목대장짱군,100,500,67,6,23,24,170,0
P029026,구운나쵸칩양파맛,40,180,31,3,4.8,1,130,0
P029027,구운두부과자,100,430,72,14,10,11,550,0
P029028,꼬마링딸기당근,30,120,25,2,1,0.7,0,0
P029029,꼬마링브로콜리사과,30,120,25,3,1.1,0,0,0
P029030,꽃약과,30,145,18,2,8,10,15,0
P029031,내이름은꼬마곰,50,230,36,5,8,10,170,0
P029032,눈꽃핀옥수수,70,355,46,6,17,0,300,0
P029033,눈꽃핀옥수수어니언맛,60,310,35,4.6,17,3,405,0
P029034,달콤한눈꽃핀옥수수,60,310,39,3,16,10,220,0
P029035,달콤한조청꽈배기,150,750,97,10,36,26,520,0
P029036,땅콩깨비,85,380,57,8,13,14,260,0
P029037,땅콩전병,95,415,74,9,9,36,95,0
P029038,미니초코칩쿠키,120,625,77,7,32,24,200,0
P029039,바나나볼,55,265,43,2,9,33,70,0
P029040,백미뻥이요,55,220,49,4,0.8,0,0,0
P029041,버터롤쿠키(스탠드),80,435,43,8,26,19,80,0
P029042,삐약이계란과자,38,185,24,4,8,12,35,0
P029043,사르르콘스낵,48,295,24,2,22,6,160,0
P029044,삼색방울유과,60,265,44,1,9,16,5,0
P029045,쌀소라형과자,150,710,111,8,26,22,270,0
P029046,양파맛두부스낵,80,405,48,8,20,7,290,0
P029047,오곡야채크래커,90,430,63,7,16,5,330,0
P029048,오란다,85,375,65,5,11,16,240,0
P029049,옥수수팝칩,28,110,24,2.5,0.6,0,0,0
P029050,우리곡초코링,50,205,42,3,3.1,18,90,0
P029051,우리땅콘칩,30,150,21,2,7,2,95,0
P029052,우리밀라면땅,105,480,72,18,16,3,680,0
P029053,우리밀라면땅떡볶이맛,105,480,73,8,17,3,550,0
P029054,우리밀로만든딸기웨하스,80,395,56,4,17,22,90,0
P029055,우리밀로만든와플,21,105,14,2,4.7,4,45,0
P029056,우리밀로만든웨하스,80,420,48,6,23,18,180,0
P029057,우리밀로만든초코웨하스,80,405,98,8,20,22,130,0
P029058,우리밀로만든코코아와플,72,360,12,1,3.7,7,50,0
P029059,우리밀로만든현미와플,18,90,12,2,4.1,3,40,0
P029060,우리밀보리건빵,180,785,143,14,18,23,670,0
P029061,우리밀약과,150,685,100,7,29,21,15,0
P029062,우리밀참깨스틱,30,150,19,3,6,5,110,0
P029063,우리아이착한감자,30,145,22,2,5.6,2,190,0
P029064,우리아이착한새우,30,140,22,2,4.7,2,160,0
P029065,유기농땅콩쌀강정,120,505,96,8,10,36,60,0
P029066,유기농미프레이크,100,395,89,4,2.7,13,450,0
P029067,유기농쌀강정,120,470,104,5,3.4,42,80,0
P029068,유기농쌀로만든현미잠팝스,70,265,57,5,2,0.7,130,0
P029069,유기농쌀로만든현미팝스낵,80,310,66,6,2.1,0.7,180,0
P029070,유기농쌀프레이크,50,210,42,2,3.4,9,200,0
P029071,레인보우믹스*120G*도울,120,465,104,7,2.3,22,250,0
P029072,유기농핑거스틱단호박,40,150,33,3,0,0,10,0
P029073,유기농핑거스틱자색고구마,40,150,33,3,0.5,0,10,0
P029074,유기농핑거스틱현미,40,155,32,3,1.3,0.7,0,0
P029075,유기농현미스낵,30,120,26,2,0.7,0,85,0
P029076,인절미스낵,54,275,32,4,13,7,100,0
P029077,쥬웨이라이스비스킷,30,120,27,1.8,0.4,3,35,0
P029078,쥬웨이라이스비스킷단호박,30,120,27,1.7,0.5,2,0,0
P029079,쥬웨이라이스비스킷바나나,30,120,27,1.7,0.5,3,30,0
P029080,쥬웨이라이스비스킷자색고구마,30,120,27,1.8,0.5,4,30,0
P029081,찹쌀유과,100,435,75,2,14,72,15,0
P029082,초코칩쿠키(스탠드),80,430,47,5,24,19,105,0
P029083,초코쿠키(스탠드),80,420,44,7,24,17,140,0
P029084,초코크림파이,34,165,18,2,9,9,80,0
P029085,코코아스낵,70,285,57,5,3.8,17,95,0
P029086,크런치초코,60,310,35,4,17,16,95,0
P029087,피넛오곡롤,90,450,56,5,25,25,70,0
P029088,현미뻥이요,55,220,48,4,1.5,0,0,0
P029089,호박고구마스틱,67,300,50,2,10,17,30,0
P029090,호박고구마칩,55,325,29,2,22,9,10,0
P029091,흑임자전병,95,415,74,9,9,41,85,0
P029092,단팥가득바,70,100,21,2,1,11,25,0
P029093,과자속아이스빈,140,205,32,4,7,21,55,0
P029094,꼬마우산감귤,4,12,3,0,0,2,0,0
P029095,꼬마우산포도,4,8,2,0,0,2,0,0
P029096,눈꽃딸기샤베트,80,95,20,0.7,1.7,13,25,0
P029097,딸기머거바,80,125,19,2,4.6,14,30,0
P029098,리얼밀크바,70,110,16,3,3.7,15,35,0
P029099,리얼밀크초콜릿바,63,110,12,2,6,10,23,0
P029100,바닐라향아이스크림,100,150,14,3,9,13,45,0
P029101,스노우화이트,120,157,15,4,9,8,0,0
P029102,아이콘아이스크림,160,259,36,4,20,23,35,0
P029103,얼음속에귤한쪽,130,110,27,0,0,17,10,0
P029104,얼음속에사과한쪽,130,110,27,0,0,17,10,0
P029105,얼음속에카카오한쪽,130,175,29,2,6,18,40,0
P029106,초코가득바,70,115,15,2,5,12,45,0
P029107,초코샤베트,80,85,16,2,1.3,10,30,0
P029108,초코아이콘아이스크림,160,285,38,5,13,21,40,0
P029109,초콜릿아이스크림,100,135,14,4,7,11,50,0
P029110,커피가득바,70,105,11,1,6,10,25,0
P029111,파인애플청량바,65,54,13,0.6,0,7,0,0
P029112,씨쉘초콜릿(미니),50,273,0,3,0,27,15,0
P029113,씨쉘초콜릿(소),50,273,0,3,0,27,15,0
P029114,씨쉘초콜릿(중),50,273,0,3,0,27,15,0
P029115,씨쉘초콜릿(대),50,273,0,3,0,27,15,0
P029116,봉봉 오 쇼콜라(중),27,150,0,2,0,11,15,0
P029117,봉봉 오 쇼콜라(대),27,150,0,2,0,11,15,0
P029118,끼니반란(卵) 반숙란,94,120,0,12,0,0,380,0
P029119,양송이 스프,180,245,0,3,0,3,355,0
P029120,미네스트로네 스프,180,100,0,5,0,3,450,0
P029121,콘 스프,180,100,0,2,0,4,220,0
P029122,스모크드브랏(2개입),140,210,0,10,0,1,470,0
P029123,컵스크림 딸기,100,180,0,3,0,19,55,0
P029124,밀크킹,60,130,0,5,0,4,410,0
P029125,컵스크림 블루베리,100,190,0,3,0,15,60,0
P029126,프루티캔디(중),10,40,0,0,0,7,0,0
P029127,컵스크림 쿠키&크림,100,215,0,4,0,20,100,0
P029128,치즈 디저트 아이스크림,125,320,0,7,0,18,170,0
P029129,후르티아오젤리 포도,110,85,0,0,0,20,20,0
P029130,블루베리 마카롱 아이스크림,90,265,0,6,0,30,60,0
P029131,로투스 트윈팩,25,120,0,1,0,10,93,0
P029132,쿠키앤크림 마카롱 아이스크림,90,280,0,6,0,30,75,0
P029133,후르티아오젤리 석류&알로에,110,85,0,0,0,15,5,0
P029134,딸기요거트콘아이스크림,165,235,0,4,0,25,65,0
P029135,후르티아오젤리 망고,110,75,0,0,0,19,0,0
P029136,후르티아오젤리 오렌지,110,60,0,0,0,14,0,0
P029137,바닐라맛아이스크림콘,150,303,0,6,0,32,62,0
P029138,모찌 아이스크림,96,270,0,5,0,23,50,0
P029139,팥모나카아이스크림,30,125,0,2,0,8,40,0
P029140,녹차모나카아이스크림,30,100,0,2,0,6,15,0
P029141,리얼 청포도 소르베바,80,80,0,0,0,20,2,0
P029142,리얼 블루베리요거트바,80,140,0,3,0,18,50,0
P029143,프루요 피치,15,38,0,0,0,0,0,0
P029144,리얼망고소르베바,80,70,0,0,0,14,5,0
P029145,리얼 수박바,80,100,0,1,0,18,10,0
P029146,리얼 유자요거트바,80,125,0,1,0,22,20,0
P029147,리얼 키위요거트바,80,125,0,1,0,18,20,0
P029148,리얼민트초코바,90,285,0,4,0,22,50,0
P029149,팥 아이스캔디,65,105,0,1,0,16,23,0
P029150,핑크퐁 젤리스틱,19,20,0,0,0,4,24,0
P029151,몽키바나나 아이스캔디,65,90,0,1,0,16,25,0
P029152,딸기 아이스캔디,65,98,0,1,0,16,28,0
P029153,초코 아이스캔디,65,145,0,3,0,12,48,0
P029154,메론 아이스캔디,65,115,0,2,0,16,42,0
P029155,파인깔라만시 아이스캔디,65,80,0,0,0,19,0,0
P029156,OEAU생수,450,0,0,0,0,0,0,0
P029157,ICE AGE(아이스 에이지) 500ml,500,0,0,0,0,0,0,0
P029158,아침&딸기 우유 200㎖,200,135,0,5,0,20,95,0
P029159,아침&후레쉬 저지방우유 200㎖,200,85,0,6,0,10,110,0
P029160,아침&후레쉬 저지방우유 900㎖,200,85,0,6,0,10,110,0
P029161,SoyU(쏘유) 플레인,190,115,0,6,0,7,150,0
P029162,데일리주스 포도,200,120,0,1,0,29,15,0
P029163,데일리주스 자몽,200,90,0,1,0,19,20,0
P029164,나츄나츄허니과즙(복숭아&망고),200,130,0,0,0,32,10,0
P029165,나츄나츄허니과즙(파인애플&오렌지),200,125,0,1,0,26,20,0
P029166,보툰블록 마이멜로디(사과),200,110,0,0,0,25,0,0
P029167,보툰블록 구데타마(트로피칼),200,110,0,1,0,25,0,0
P029168,CLA우유(밀크플러스)200ml,200,120,0,6,0,9,110,0
P029169,요거트플러스 플레인,200,172,0,4,0,16,100,0
P029170,요거트플러스 딸기,200,181,0,4,0,18,110,0
P029171,설목장 유기농 우유(200ml),200,120,0,6,0,8,16,0
P029172,雪목장 유기농 요거트(450ml),150,118,0,5,0,10,85,0
P029173,제주 녹차라떼,250,165,0,4,0,24,80,0
P029174,꿀담은 거제유자,200,135,0,0,0,30,7,0
P029175,Cheeky 복숭아티,350,140,0,0,0,14,15,0
P029176,향기로운 오후의 카모마일,360,0,0,0,0,0,0,0
P029177,편안한 오후의 루이보스,360,0,0,0,0,0,0,0
P029178,오스파클링 라임,310,0,0,0,0,0,0,0
P029179,보틀그린(석류&엘더플라워),275,83,0,0,0,19,0,0
P029180,시칠리아스파클링 (석류),275,128,0,0,0,28,0,0
P029181,시칠리아스파클링 (오리엔탈),275,132,0,0,0,33,0,0
P029182,공룡메카드 오렌지 (PET),220,74,0,0,0,17,11,0
P029183,공룡메카드 사과 (치어팩),100,32,0,0,0,8,10,0
P029184,보툰브라운(망고&파인),200,100,0,0,0,21,0,0
P029185,보툰코니(복숭아),200,100,0,0,0,22,0,0
P029186,공룡메카드 오렌지 (치어팩),10,32,0,0,0,7,10,0
P029187,스파클링 피치,150,91.8,0,0,0,22.95,0.75,0
P029188,롤리팝캔디(파핑블루핑크),60,232,0,0,0,45,1,0
P029189,코카콜라,288,654.32,0,33.44,0,17.92,1244.48,0
P029190,코카콜라(캔),200,92,0,0,0,22,12,0
P029191,펩시콜라,250,112,0,0,0,27,15,0
P029192,스프라이트,200,90,0,0,0,22,5,0
P029193,칠성사이다,200,96,0,0,0,24,19,0
P029194,오렌지 주스,175,64,0,1,0,13,47,0
P029195,생수,500,0,0,0,0,0,0,0
P029196,코카콜라(L),538,215,0,0,0,55.9,22,0
P029197,코카콜라(R),376,150,0,0,0,39.1,15,0
P029198,코카콜라 제로(L),538,0,0,0,0,0,43,0
P029199,코카콜라 제로(R),376,0,0,0,0,0,30,0
P029200,스프라이트(L),538,237,0,0,0,60.2,32,0
P029201,스프라이트(R),376,165,0,0,0,42.1,23,0
P029202,환타 오렌지(L),538,269,0,0,0,73.1,22,0
P029203,환타 오렌지(R),376,188,0,0,0,51.1,15,0
P029204,미닛메이드 오렌지(350ml PET),350,172,0,0,0,36,11,0
P029205,펩시콜라(200ml),200,110,0,0,0,28,5,0
P029206,콜라(M),300,121,0,0,0,32,5,0
P029207,콜라(L),500,202,0,0,0,53,9,0
P029208,오렌지쥬스,250,132,0,2,0,23,39,0
P029209,스위트칠리소스,40,90,0,0,0,19,488,0
P029210,허니머스타드드레싱,9,25,0,0,0,2,80,0
P029211,케첩,9,10,0,0,0,2,120,0
P029212,딸기잼,12,27,0,0,0,6,0,0
P029213,버터후레시,10,72,0,0,0,0,45,0
P029214,살사소스,10,9,0,0,0,2,88,0
P029215,콜라(M),348,160,0,0,0,37,20,0
P029216,콜라-제로(M),348,0,0,0,0,0,45,0
P029217,환타 오렌지(M),348,153,0,0,0,38,10,0
P029218,환타 포도(M),348,111,0,0,0,28,24,0
P029219,환타 파인애플(M),348,153,0,0,0,38,24,0
P029220,스프라이트(M),348,167,0,0,0,45,20,0
P029221,콜라(L),522,240,0,0,0,55,30,0
P029222,콜라-제로(L),522,0,0,0,0,0,70,0
P029223,환타 오렌지(L),522,230,0,0,0,57,16,0
P029224,환타 포도(L),522,167,0,0,0,42,37,0
P029225,환타 파인애플(L),522,230,0,0,0,57,37,0
P029226,스프라이트(L),522,251,0,0,0,68,35,0
P029227,캔콜라245ml,245,113,0,0,0,26,15,0
P029228,페트콜라500ml,500,230,0,0,0,53,30,0
P029229,미닛메이드포도,200,120,0,0,0,27,6,0
P029230,미닛메이드쿠우오렌지,300,72,0,0,0,17,46,0
P029231,마테차,500,0,0,0,0,0,37,0
P029232,생수,500,0,0,0,0,0,0,0
P029233,오렌지주스,290,276,0,0,0,64,87,0
P029234,스위트칠리소스,85,136,0,0,0,0,741,0
P029235,파인요거트소스,85,273,0,1,0,0,246,0
P029236,리얼갈릭소스,85,524,0,1,0,0,493,0
P029237,콜라,250,110,0,0,0,28,5,0
P029238,맵고마소스,60,183,0,2,0,20,424,0
P029239,양념소스,85,247,0,2,0,51,737,0
P029240,파인애플&레몬 아이스바,80,75,0,1,0,19,5,0
P029241,숲의 요정 페어리루 음료 (사과당근),100,30,0,0,0,7,15,0
P029242,뚜레쥬르가 만든 검은콩참깨 두유,200,155,0,7,0,12,190,0
P029243,뚜레쥬르가 만든 유기농 오렌지주스,210,104,0,1,0,25,10,0
P029244,뚜레쥬르가 만든 유기농 포도주스,210,104,0,1,0,25,10,0
P029245,뚜레쥬르가 만든 유기농 토마토주스,210,112,0,2,0,26,15,0
